12	1790289258.606847899	192.168.70.11	50622	192.168.70.1	80		
13	1790289258.606881655	192.168.70.1	80	192.168.70.11	50622		
15	1790289258.606958641	192.168.70.11	50622	192.168.70.1	80	portal.icdfa.test	/
