6	1790289258.576371024	ea:8e:3c:2c:2c:18	e6:a2:9f:f9:57:1c	192.168.70.11	35343	192.168.71.2	53	0x79c3	False	portal.icdfa.test	1			
7	1790289258.579497846	e6:a2:9f:f9:57:1c	ea:8e:3c:2c:2c:18	192.168.71.2	53	192.168.70.11	35343	0x79c3	True	portal.icdfa.test	1	0	192.168.70.1	0
8	1790289258.604912256	ea:8e:3c:2c:2c:18	e6:a2:9f:f9:57:1c	192.168.70.11	47677	192.168.71.2	53	0x1af1	False	portal.icdfa.test	28			
9	1790289258.605919466	e6:a2:9f:f9:57:1c	ea:8e:3c:2c:2c:18	192.168.71.2	53	192.168.70.11	47677	0x1af1	True	portal.icdfa.test	28	5		
10	1790289258.605985905	ea:8e:3c:2c:2c:18	e6:a2:9f:f9:57:1c	192.168.70.11	32792	192.168.71.2	53	0x1af1	False	portal.icdfa.test	28			
11	1790289258.606724789	e6:a2:9f:f9:57:1c	ea:8e:3c:2c:2c:18	192.168.71.2	53	192.168.70.11	32792	0x1af1	True	portal.icdfa.test	28	5		
