1	2026-09-17T21:07:41.384738060+0100	58:91:cf:6f:b5:cb	ff:ff:ff:ff:ff:ff	1	192.168.0.101	58:91:cf:6f:b5:cb	192.168.0.1	00:00:00:00:00:00
2	2026-09-17T21:07:41.396588055+0100	34:a5:b4:0c:08:24	58:91:cf:6f:b5:cb	2	192.168.0.1	34:a5:b4:0c:08:24	192.168.0.101	58:91:cf:6f:b5:cb
3	2026-09-17T21:07:47.410400046+0100	34:a5:b4:0c:08:24	58:91:cf:6f:b5:cb	1	192.168.0.1	34:a5:b4:0c:08:24	192.168.0.101	00:00:00:00:00:00
4	2026-09-17T21:07:47.410418231+0100	58:91:cf:6f:b5:cb	34:a5:b4:0c:08:24	2	192.168.0.101	58:91:cf:6f:b5:cb	192.168.0.1	34:a5:b4:0c:08:24
