6	2026-09-10T22:30:05.131808283+0100	0	200	text/html	157
56	2026-09-10T22:30:05.170655668+0100	0	200	image/jpeg	1391039
59	2026-09-10T22:30:06.877868998+0100	0	200	text/html	157
