4	2026-09-10T22:30:05.131361924+0100	0	127.0.0.1	59298	127.0.0.1	80	GET	/image.html	127.0.0.1
11	2026-09-10T22:30:05.150144913+0100	0	127.0.0.1	59298	127.0.0.1	80	GET	/lab_photo.jpg?nocache=1	127.0.0.1
58	2026-09-10T22:30:06.877519133+0100	0	127.0.0.1	59298	127.0.0.1	80	GET	/image.html	127.0.0.1
