1	1789163240.512323885	127.0.0.1	10329	127.0.0.1	80	0
4	1789163240.512805285	127.0.0.1	50105	127.0.0.1	80	0
7	1789163240.513229637	127.0.0.1	60448	127.0.0.1	80	0
10	1789163240.513609694	127.0.0.1	18404	127.0.0.1	80	0
13	1789163250.028230335	127.0.0.1	12171	127.0.0.1	80	0
16	1789163250.028635496	127.0.0.1	50277	127.0.0.1	80	0
19	1789163250.029003487	127.0.0.1	7680	127.0.0.1	80	0
